309	19492	31802
310	19358	31854
311	19213	31886
312	19077	31932
313	18953	31997
314	18820	32046
315	18678	32078
316	18529	32097
317	18387	32128
318	18239	32146
319	18102	32181
320	17963	32214
321	17838	32268
322	17692	32287
323	17574	32353
324	17477	32458
325	17336	32481
326	17193	32498
327	17066	32545
328	16925	32563
329	16784	32581
330	16651	32614
331	16512	32631
332	16373	32649
333	16244	32685
334	16116	32720
335	15979	32738
336	15843	32755
337	15715	32788
338	15619	32888
339	15486	32908
340	15353	32927
341	15220	32946
342	15103	32996
343	14997	33071
344	14872	33103
345	14758	33157
346	14630	33181
347	14504	33207
348	14381	33239
349	14255	33263
350	14131	33290
351	14018	33340
352	13897	33371
353	13772	33393
354	13647	33412
355	13522	33429
356	13403	33460
357	13279	33479
358	13156	33496
359	13033	33514
360	12911	33533
361	12789	33549
362	12676	33588
363	12556	33606
364	12465	33703
365	12346	33721
366	12231	33752
367	12113	33770
368	11996	33792
369	11878	33809
370	11766	33840
371	11650	33858
372	11539	33890
373	11423	33909
374	11308	33926
375	11199	33960
376	11085	33978
377	10974	34001
378	10861	34019
379	10748	34036
380	10640	34068
381	10530	34089
382	10420	34112
383	10313	34142
384	10207	34171
385	10102	34207
386	9995	34233
387	9891	34267
388	9783	34286
389	9675	34304
390	9568	34322
391	9460	34339
392	9354	34357
393	9252	34390
394	9146	34409
395	9046	34445
396	8941	34464
397	8837	34483
398	8733	34501
399	8629	34519
400	8526	34537
401	8427	34569
402	8328	34601
403	8229	34634
404	8129	34657
405	8032	34695
406	7932	34713
407	7831	34731
408	7731	34750
409	7632	34769
410	7536	34802
411	7437	34820
412	7338	34838
413	7245	34877
414	7147	34896
415	7050	34915
416	6956	34948
417	6862	34982
418	6766	35000
419	6670	35018
420	6574	35036
421	6482	35069
422	6390	35108
423	6296	35128
424	6204	35161
425	6113	35196
426	6020	35213
427	5926	35231
428	5833	35249
429	5741	35267
430	5649	35285
431	5559	35320
432	5467	35337
433	5376	35354
434	5285	35372
435	5196	35403
436	5108	35434
437	5030	35538
438	4940	35555
439	4850	35573
440	4761	35590
441	4672	35607
442	4583	35625
443	4497	35655
444	4409	35677
445	4323	35709
446	4236	35727
447	4149	35750
448	4065	35788
449	3979	35811
450	3893	35832
451	3807	35852
452	3724	35895
453	3638	35914
454	3556	35955
455	3471	35977
456	3387	36001
457	3303	36022
458	3219	36041
459	3135	36061
460	3052	36081
461	2969	36099
462	2886	36117
463	2804	36149
464	2722	36175
465	2640	36193
466	2559	36226
467	2479	36257
468	2398	36289
469	2317	36306
470	2236	36323
471	2156	36354
472	2076	36373
473	1996	36396
474	1917	36429
475	1837	36447
476	1758	36466
477	1679	36484
478	1600	36502
479	1522	36534
480	1444	36566
481	1366	36586
482	1288	36604
483	1210	36626
484	1133	36651
485	1056	36670
486	979	36703
487	902	36721
488	826	36739
489	750	36757
490	674	36812
491	599	36842
492	523	36865
493	448	36887
494	372	36908
495	297	36945
496	223	36982
497	148	37001
498	74	37023
499	0	37070
